CountryCode,SeriesCode,DESCRIPTION
"ATG","EG.ELC.RNEW.ZS","Sources: UN Energy Statistics (2014)"
"ATG","IT.NET.USER.ZS","Cable and Wireless (W.I.) Ltd. (C&W). A.P.U.A. Telephones. Digicel."
"ATG","SP.DYN.LE00.FE.IN","Data source: United Nations World Population Prospects"
"ATG","SP.POP.GROW","Data source: United Nations World Population Prospects"
"ATG","ST.INT.TRNR.CD","Compiled from data reported in the International Monetary Fund's Balance of Payment Statistics database."
"ATG","SP.DYN.AMRT.FE","Data source: United Nations World Population Prospects"
"ATG","ST.INT.TRNX.CD","Compiled from data reported in the International Monetary Fund's Balance of Payment Statistics database."
"ATG","SP.DYN.LE00.MA.IN","Data source: United Nations World Population Prospects"
"ATG","SP.DYN.AMRT.MA","Data source: United Nations World Population Prospects"
"ATG","ST.INT.RCPT.CD","Compiled from data reported in the International Monetary Fund's Balance of Payment Statistics database."
"ATG","SM.POP.TOTL","Estimates are derived from data on foreign-born population. "
"ATG","SP.DYN.CDRT.IN","Data source: United Nations Population and Vital Statistics Report"
"ATG","IT.CEL.SETS.P2","Cable and Wireless (W.I.) Ltd. (C&W). A.P.U.A. Telephones. Digicel."
"ATG","ST.INT.TVLX.CD","Compiled from data reported in the International Monetary Fund's Balance of Payment Statistics database."
"ATG","IT.NET.BBND","Cable and Wireless (W.I.) Ltd. (C&W). A.P.U.A. Telephones. Digicel."
"AUS","IT.NET.BBND","Australian Department of Broadband, Communications and the Digital Economy (DBCDE)."
"AUS","SP.POP.GROW","Data source: Australian Bureau of Statistics"
"AUS","EG.ELC.RNEW.ZS","Sources: World Energy Statistics and Balances, IEA (2014)"
"AUS","SM.POP.NETM","Data source: United Nations World Population Prospects"
"AUS","MS.MIL.XPND.GD.ZS","1950-1999 SIPRI estimates."
"AUS","IT.NET.USER.ZS","Australian Department of Broadband, Communications and the Digital Economy (DBCDE)."
"AUS","ST.INT.TRNR.CD","Compiled from data reported in the International Monetary Fund's Balance of Payment Statistics database."
"AUS","IS.RRS.PASG.KM","Source: OECD"
"AUS","ST.INT.TVLR.CD","Compiled from data reported in the International Monetary Fund's Balance of Payment Statistics database."
"AUS","SP.DYN.AMRT.FE","Data source: HMD. Human Mortality Database. Max Planck Institute for Demographic Research (Germany), University of California, Berkeley (USA), and French Institute for Demographic Studies (France). Available at www.mortality.org."
"AUS","SP.ADO.TFRT","Including Christmas Island, Cocos (Keeling) Islands and Norfolk Island."
"AUS","SP.DYN.LE00.FE.IN","Data source: Australian Bureau of Statistics"
"AUS","IS.RRS.GOOD.MT.K6","Source: OECD"
"AUS","SP.POP.BRTH.MF","Including Christmas Island, Cocos (Keeling) Islands and Norfolk Island."
"AUS","MS.MIL.XPND.ZS","1950-1999 SIPRI estimates."
"AUS","EG.EGY.PRIM.PP.KD","Sources: World Energy Statistics and Balances, IEA (2014); World Development Indicators, WDI (2014)"
"AUS","ST.INT.XPND.CD","Compiled from data reported in the International Monetary Fund's Balance of Payment Statistics database."
"AUS","SM.POP.TOTL","Estimates are derived from data on foreign-born population. For purposes of estimation, Australia, the Christmas Island, the Cocos (Keeling) Islands and Norfolk Island are considered to be a single entity."
"AUS","ST.INT.RCPT.CD","Compiled from data reported in the International Monetary Fund's Balance of Payment Statistics database."
"AUS","EG.FEC.RNEW.ZS","Sources: World Energy Statistics and Balances, IEA (2014)"
"AUS","SP.POP.1564.MA.ZS","Including Other Territories comprising Jervis Bay Territory, Christmas Island and the Cocos (Keeling) Islands. "
"AUS","SP.DYN.TO65.MA.ZS","Including Christmas Island, Cocos (Keeling) Islands and Norfolk Island."
"AUS","IT.MLT.MAIN.P2","Australian Department of Broadband, Communications and the Digital Economy (DBCDE)."
"AUS","SP.DYN.CDRT.IN","Data source: Australian Bureau of Statistics"
"AUS","SP.DYN.CBRT.IN","Data source: Australian Bureau of Statistics"
"AUS","ST.INT.TVLX.CD","Compiled from data reported in the International Monetary Fund's Balance of Payment Statistics database."
"AUS","SP.POP.TOTL","Data source: Australian Bureau of Statistics"
"AUS","SP.DYN.TO65.FE.ZS","Including Christmas Island, Cocos (Keeling) Islands and Norfolk Island."
"AUS","SP.POP.TOTL.FE.ZS","Including Other Territories comprising Jervis Bay Territory, Christmas Island and the Cocos (Keeling) Islands. "
"AUS","SP.POP.TOTL.MA.ZS","Including Other Territories comprising Jervis Bay Territory, Christmas Island and the Cocos (Keeling) Islands. "
"AUS","ST.INT.DPRT","Includes overnight visitors (tourists) and same-day visitors (excursionists)."
"AUS","MS.MIL.XPND.CN","1950-1999 SIPRI estimates."
"AUS","ST.INT.ARVL","Includes overnight visitors (tourists) and same-day visitors (excursionists). Arrivals of non-resident visitors at national borders. Excluding nationals residing abroad and crew members."
"AUS","IT.MLT.MAIN","Australian Department of Broadband, Communications and the Digital Economy (DBCDE)."
"AUS","IT.CEL.SETS","Australian Department of Broadband, Communications and the Digital Economy (DBCDE)."
"AUS","SP.DYN.LE00.MA.IN","Data source: Australian Bureau of Statistics"
"AUS","SP.DYN.TFRT.IN","Data source: Australian Bureau of Statistics"
"AUS","IT.CEL.SETS.P2","Australian Department of Broadband, Communications and the Digital Economy (DBCDE)."
"AUS","SP.DYN.AMRT.MA","Data source: HMD. Human Mortality Database. Max Planck Institute for Demographic Research (Germany), University of California, Berkeley (USA), and French Institute for Demographic Studies (France). Available at www.mortality.org."
"AUS","SP.DYN.LE00.IN","Derived using male and female life expectancy"
"AUS","SP.POP.65UP.TO.ZS","Including Other Territories comprising Jervis Bay Territory, Christmas Island and the Cocos (Keeling) Islands. "
"AUS","SP.POP.65UP.MA.ZS","Including Other Territories comprising Jervis Bay Territory, Christmas Island and the Cocos (Keeling) Islands. "
"AUS","SP.POP.65UP.FE.ZS","Including Other Territories comprising Jervis Bay Territory, Christmas Island and the Cocos (Keeling) Islands. "
"AUS","SP.POP.1564.TO.ZS","Including Other Territories comprising Jervis Bay Territory, Christmas Island and the Cocos (Keeling) Islands. "
"AUS","ST.INT.TRNX.CD","Compiled from data reported in the International Monetary Fund's Balance of Payment Statistics database."
"AUS","IT.NET.BBND.P2","Australian Department of Broadband, Communications and the Digital Economy (DBCDE)."
"AUS","MS.MIL.XPND.CD","1950-1999 SIPRI estimates."
"AUS","SP.POP.1564.FE.ZS","Including Other Territories comprising Jervis Bay Territory, Christmas Island and the Cocos (Keeling) Islands. "
"AUS","SP.POP.0014.TO.ZS","Including Other Territories comprising Jervis Bay Territory, Christmas Island and the Cocos (Keeling) Islands. "
"AUS","SP.POP.0014.MA.ZS","Including Other Territories comprising Jervis Bay Territory, Christmas Island and the Cocos (Keeling) Islands. "
"AUS","SP.POP.0014.FE.ZS","Including Other Territories comprising Jervis Bay Territory, Christmas Island and the Cocos (Keeling) Islands. "
"AUT","SP.DYN.LE00.MA.IN","Data source: Eurostat, Statistics Austria"
"AUT","EG.ELC.RNEW.ZS","Sources: World Energy Statistics and Balances, IEA (2014)"
"AUT","SP.DYN.CDRT.IN","Data source: Eurostat"
"AUT","TM.TAX.TCOM.SR.ZS","European Union (EU) member countries apply a common tariff schedule. Historical data for EU member countries refer to data for the EU as a whole regardless of when the country became a member of EU and do not represent tariff schedules that were applied before the EU membership."
"AUT","ST.INT.TVLX.CD","Compiled from data reported in the International Monetary Fund's Balance of Payment Statistics database."
"AUT","IT.MLT.MAIN","Until 2001: Federal Ministry for Science and Transport. Austrian Regulatory Authority for Broadcasting and Telecommunications (RTR-GmbH)."
"AUT","ST.INT.DPRT","Includes overnight visitors (tourists) only. Holiday and business trips with at least one overnight stay, including stays at friends and relatives and second homes."
"AUT","SP.DYN.LE00.IN","Derived using male and female life expectancy"
"AUT","MS.MIL.XPND.CN","1957-2001 SIPRI estimates."
"AUT","IS.RRS.PASG.KM","Source: OECD"
"AUT","TM.TAX.TCOM.WM.AR.ZS","European Union (EU) member countries apply a common tariff schedule. Historical data for EU member countries refer to data for the EU as a whole regardless of when the country became a member of EU and do not represent tariff schedules that were applied before the EU membership."
"AUT","MS.MIL.XPND.CD","1957-2001 SIPRI estimates."
"AUT","SP.DYN.LE00.FE.IN","Data source: Eurostat, Statistics Austria"
"AUT","TM.TAX.TCOM.WM.FN.ZS","European Union (EU) member countries apply a common tariff schedule. Historical data for EU member countries refer to data for the EU as a whole regardless of when the country became a member of EU and do not represent tariff schedules that were applied before the EU membership."
"AUT","SP.POP.GROW","Data source: Eurostat, Statistics Austria"
"AUT","TM.TAX.TCOM.BR.ZS","European Union (EU) member countries apply a common tariff schedule. Historical data for EU member countries refer to data for the EU as a whole regardless of when the country became a member of EU and do not represent tariff schedules that were applied before the EU membership."
"AUT","TM.TAX.MANF.WM.FN.ZS","European Union (EU) member countries apply a common tariff schedule. Historical data for EU member countries refer to data for the EU as a whole regardless of when the country became a member of EU and do not represent tariff schedules that were applied before the EU membership."
"AUT","TM.TAX.MANF.WM.AR.ZS","European Union (EU) member countries apply a common tariff schedule. Historical data for EU member countries refer to data for the EU as a whole regardless of when the country became a member of EU and do not represent tariff schedules that were applied before the EU membership."
"AUT","TM.TAX.MANF.SR.ZS","European Union (EU) member countries apply a common tariff schedule. Historical data for EU member countries refer to data for the EU as a whole regardless of when the country became a member of EU and do not represent tariff schedules that were applied before the EU membership."
"AUT","IT.NET.BBND","Until 2001: Federal Ministry for Science and Transport. Austrian Regulatory Authority for Broadcasting and Telecommunications (RTR-GmbH)."
"AUT","SM.POP.TOTL","Estimates are derived from data on foreign-born population. "
"AUT","TM.TAX.MANF.SM.FN.ZS","European Union (EU) member countries apply a common tariff schedule. Historical data for EU member countries refer to data for the EU as a whole regardless of when the country became a member of EU and do not represent tariff schedules that were applied before the EU membership."
"AUT","TM.TAX.TCOM.BC.ZS","European Union (EU) member countries apply a common tariff schedule. Historical data for EU member countries refer to data for the EU as a whole regardless of when the country became a member of EU and do not represent tariff schedules that were applied before the EU membership."
"AUT","SP.DYN.AMRT.FE","Data source: HMD. Human Mortality Database. Max Planck Institute for Demographic Research (Germany), University of California, Berkeley (USA), and French Institute for Demographic Studies (France). Available at www.mortality.org."
"AUT","TM.TAX.MANF.SM.AR.ZS","European Union (EU) member countries apply a common tariff schedule. Historical data for EU member countries refer to data for the EU as a whole regardless of when the country became a member of EU and do not represent tariff schedules that were applied before the EU membership."
"AUT","MS.MIL.XPND.ZS","1957-2001 SIPRI estimates."
"AUT","TM.TAX.MRCH.BC.ZS","European Union (EU) member countries apply a common tariff schedule. Historical data for EU member countries refer to data for the EU as a whole regardless of when the country became a member of EU and do not represent tariff schedules that were applied before the EU membership."
"AUT","TM.TAX.TCOM.IP.ZS","European Union (EU) member countries apply a common tariff schedule. Historical data for EU member countries refer to data for the EU as a whole regardless of when the country became a member of EU and do not represent tariff schedules that were applied before the EU membership."
"AUT","TM.TAX.MRCH.BR.ZS","European Union (EU) member countries apply a common tariff schedule. Historical data for EU member countries refer to data for the EU as a whole regardless of when the country became a member of EU and do not represent tariff schedules that were applied before the EU membership."
"AUT","TM.TAX.MANF.IP.ZS","European Union (EU) member countries apply a common tariff schedule. Historical data for EU member countries refer to data for the EU as a whole regardless of when the country became a member of EU and do not represent tariff schedules that were applied before the EU membership."
"AUT","ST.INT.TRNX.CD","Compiled from data reported in the International Monetary Fund's Balance of Payment Statistics database."
"AUT","ST.INT.ARVL","Includes overnight visitors (tourists) only. Arrivals of non-resident tourists in all types of accommodation establishments. Only paid accommodation; excluding stays at friends and relatives and second homes."
